gender;star1;star2;star3;read1;read2;math1;math2;school1;school2;school3;experience1;experience2;experience3;EndScore
male;NA;regular;small;NA;535;NA;531;NA;inner-city;rural;NA;13;21;581
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;NA
male;NA;regular;regular;NA;586;NA;659;NA;suburban;suburban;NA;22;15;592
female;regular;NA;NA;447;NA;470;NA;rural;NA;NA;32;NA;NA;NA
male;regular+aide;NA;regular+aide;439;NA;439;NA;suburban;NA;suburban;29;NA;15;NA
male;regular+aide;NA;NA;423;NA;451;NA;suburban;NA;NA;9;NA;NA;NA
male;regular;NA;NA;488;NA;502;NA;rural;NA;NA;9;NA;NA;NA
male;small;small;small;474;560;493;572;rural;rural;rural;3;12;14;576
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;505;631;542;596;rural;rural;rural;0;16;1;636
female;regular+aide;regular+aide;regular;579;622;549;615;inner-city;inner-city;inner-city;24;11;20;652
male;regular;NA;NA;474;NA;526;NA;rural;NA;NA;12;NA;NA;NA
male;regular;regular+aide;NA;462;494;484;523;inner-city;inner-city;NA;25;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;NA;488;550;542;565;rural;rural;NA;11;6;NA;NA
male;NA;regular+aide;regular+aide;NA;579;NA;626;NA;rural;rural;NA;6;17;621
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular+aide;NA;507;562;529;543;suburban;suburban;NA;11;4;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;3;NA
male;regular;NA;NA;558;NA;553;NA;urban;NA;NA;8;NA;NA;NA
male;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;15;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;545;NA;570;NA;suburban;suburban;NA;NA;22;595
female;regular;regular;regular+aide;527;575;518;528;inner-city;inner-city;inner-city;1;12;14;642
female;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;6;25;567
male;small;small;small;564;614;601;648;rural;rural;rural;7;20;20;640
male;NA;regular;regular;NA;547;NA;525;NA;inner-city;inner-city;NA;30;31;NA
male;NA;small;NA;NA;535;NA;512;NA;inner-city;NA;NA;4;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;568
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;4;634
male;regular;NA;NA;524;NA;526;NA;inner-city;NA;NA;14;NA;NA;NA
male;regular;regular;NA;503;584;481;572;inner-city;inner-city;NA;1;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;463;529;502;525;suburban;suburban;suburban;4;4;7;571
female;small;small;small;514;618;532;611;rural;rural;rural;4;29;11;620
male;regular;regular;small;475;529;520;546;inner-city;inner-city;inner-city;14;32;29;582
female;regular+aide;regular+aide;regular+aide;527;584;523;541;urban;urban;urban;14;18;36;597
male;NA;regular;regular;NA;NA;NA;NA;NA;urban;urban;NA;15;7;NA
male;regular;NA;NA;521;NA;562;NA;suburban;NA;NA;1;NA;NA;NA
male;small;small;small;516;584;532;557;rural;rural;rural;8;33;12;589
female;regular;regular+aide;regular+aide;553;614;572;626;rural;rural;rural;12;5;3;629
male;NA;regular;regular;NA;559;NA;568;NA;suburban;suburban;NA;4;19;614
male;regular;regular;regular;604;669;592;674;rural;rural;rural;6;12;14;663
female;regular+aide;NA;NA;441;NA;458;NA;inner-city;NA;NA;5;NA;NA;NA
male;regular+aide;NA;NA;463;NA;497;NA;rural;NA;NA;18;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;22;557
female;regular;NA;NA;487;NA;484;NA;inner-city;NA;NA;5;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;450;NA;444;NA;suburban;NA;NA;25;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;urban;NA;NA;29;NA
male;regular+aide;NA;NA;483;NA;507;NA;inner-city;NA;NA;7;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;suburban;suburban;NA;1;16;NA
female;regular;regular;regular;527;554;557;559;suburban;suburban;suburban;4;4;7;607
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;583
female;regular+aide;regular+aide;regular+aide;553;596;518;568;rural;rural;rural;20;19;2;636
male;small;small;small;519;577;567;579;suburban;suburban;suburban;9;9;6;597
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;2;NA
female;small;small;small;507;549;532;554;rural;rural;rural;13;15;17;NA
male;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;NA;NA;NA
female;small;small;small;651;643;NA;639;rural;rural;rural;0;9;34;669
female;small;small;small;512;538;562;577;suburban;suburban;suburban;1;2;3;587
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;454;535;500;572;inner-city;inner-city;inner-city;21;5;2;576
male;regular;regular;regular;487;564;497;530;rural;rural;rural;11;19;3;577
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;9;608
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;21;594
male;small;NA;NA;507;NA;523;NA;suburban;NA;NA;1;NA;NA;NA
male;regular;regular;regular;604;669;612;659;suburban;suburban;suburban;22;20;19;697
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;634
female;regular+aide;regular+aide;regular+aide;475;550;486;523;rural;rural;rural;3;11;4;598
female;NA;regular;regular;NA;593;NA;565;NA;rural;rural;NA;9;13;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;465;512;512;525;rural;rural;rural;0;9;8;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;19;598
female;regular+aide;NA;NA;558;NA;502;NA;urban;NA;NA;7;NA;NA;NA
female;regular;regular;regular;519;557;535;572;rural;rural;rural;8;9;24;618
male;small;NA;NA;465;NA;490;NA;rural;NA;NA;15;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;558;602;542;572;suburban;suburban;suburban;4;28;NA;627
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;457;NA;454;NA;suburban;NA;NA;7;NA;NA;NA
female;regular;regular;regular;483;614;515;556;rural;rural;rural;16;13;4;622
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;7;538
male;small;small;small;469;559;477;543;inner-city;inner-city;inner-city;21;5;2;580
male;regular+aide;regular+aide;regular+aide;487;582;549;574;suburban;suburban;suburban;4;19;19;616
female;NA;regular+aide;regular+aide;NA;562;NA;559;NA;suburban;suburban;NA;12;18;593
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;604;579;529;563;rural;rural;rural;26;9;5;588
male;NA;regular;regular;NA;627;NA;570;NA;suburban;suburban;NA;19;24;638
male;small;small;small;590;582;578;615;rural;rural;rural;3;13;8;612
female;regular;regular;small;553;591;490;561;rural;rural;rural;20;11;4;583
male;NA;small;small;NA;NA;NA;497;NA;suburban;suburban;NA;2;3;514
male;regular;regular;NA;463;554;553;565;inner-city;inner-city;NA;11;11;NA;NA
female;small;NA;NA;530;NA;538;NA;urban;NA;NA;15;NA;NA;NA
male;NA;regular;regular;NA;562;NA;603;NA;rural;rural;NA;2;5;NA
male;regular+aide;regular+aide;regular+aide;505;611;553;603;rural;rural;rural;10;27;19;644
male;regular;NA;NA;519;NA;535;NA;rural;NA;NA;7;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;10;634
female;NA;small;small;NA;562;NA;556;NA;suburban;suburban;NA;18;8;581
female;regular+aide;NA;NA;521;NA;520;NA;urban;NA;NA;7;NA;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;11;NA
female;small;small;small;507;599;493;603;rural;rural;rural;4;29;11;653
male;regular;NA;NA;527;NA;553;NA;suburban;NA;NA;2;NA;NA;NA
female;regular;regular;regular;501;560;518;541;inner-city;inner-city;inner-city;3;30;22;599
female;regular+aide;regular+aide;regular+aide;447;503;493;528;suburban;suburban;suburban;2;7;17;NA
male;NA;regular+aide;regular+aide;NA;545;NA;563;NA;inner-city;inner-city;NA;10;0;607
female;small;small;small;514;568;532;545;rural;rural;rural;2;14;16;592
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;11;NA
female;regular;regular;regular;505;573;458;483;rural;rural;rural;4;22;14;567
male;small;NA;NA;471;NA;526;NA;rural;NA;NA;12;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;488;560;484;557;suburban;suburban;suburban;2;9;28;607
male;regular+aide;regular+aide;small;463;564;567;590;inner-city;inner-city;inner-city;17;10;30;599
male;regular;regular;regular;530;586;562;593;inner-city;inner-city;inner-city;14;13;19;632
male;regular;regular;NA;472;577;470;540;rural;rural;NA;12;2;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;23;663
male;regular;regular;regular;503;573;532;599;rural;rural;rural;5;31;8;586
male;regular+aide;NA;NA;425;NA;479;NA;suburban;NA;NA;2;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;604;627;549;611;rural;rural;rural;9;8;15;626
male;NA;small;NA;NA;520;NA;565;NA;inner-city;NA;NA;14;NA;NA
female;regular;NA;NA;505;NA;518;NA;rural;NA;NA;11;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;524;NA;520;NA;suburban;suburban;NA;21;18;573
female;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;10;7;592
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;NA;NA;495;NA;497;NA;rural;NA;NA;23;NA;NA;NA
female;regular;NA;NA;472;NA;518;NA;rural;NA;NA;12;NA;NA;NA
male;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;20;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;456;NA;512;NA;urban;NA;NA;12;NA;NA;NA
female;regular;regular;regular;527;569;486;570;suburban;suburban;suburban;5;23;9;604
male;regular;regular;regular;604;627;572;620;suburban;suburban;suburban;18;12;22;656
male;regular;regular;regular;475;557;505;526;inner-city;inner-city;inner-city;2;9;26;607
male;regular;NA;NA;579;NA;601;NA;suburban;NA;NA;2;NA;NA;NA
female;small;small;NA;507;602;484;531;rural;rural;NA;9;12;NA;NA
female;small;small;small;487;532;553;561;suburban;suburban;suburban;13;2;6;625
female;NA;regular;regular;NA;608;NA;590;NA;rural;rural;NA;9;24;640
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;2;NA
male;NA;regular+aide;regular+aide;NA;602;NA;593;NA;suburban;suburban;NA;15;18;619
female;regular;regular;regular;527;579;557;590;rural;rural;rural;10;26;17;NA
male;regular;regular;small;558;586;520;582;inner-city;inner-city;inner-city;21;2;22;651
male;regular+aide;regular+aide;regular+aide;488;555;497;525;suburban;suburban;suburban;11;12;29;576
female;regular+aide;regular+aide;regular+aide;579;582;549;584;rural;rural;rural;9;15;15;607
female;regular+aide;regular+aide;regular+aide;548;582;502;572;urban;urban;urban;12;13;7;604
male;regular;NA;NA;516;NA;532;NA;inner-city;NA;NA;5;NA;NA;NA
female;regular;regular+aide;regular+aide;490;562;500;528;rural;rural;rural;12;11;13;568
female;small;small;small;497;564;497;599;rural;rural;rural;8;33;2;615
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;12;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;23;583
female;small;small;small;564;602;512;577;rural;rural;rural;7;15;13;624
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;499;559;553;548;inner-city;inner-city;inner-city;9;2;8;653
male;NA;regular+aide;regular+aide;NA;544;NA;533;NA;rural;rural;NA;2;15;619
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;586
male;regular;regular;regular;460;509;472;502;inner-city;inner-city;inner-city;4;30;31;546
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;small;564;637;535;615;rural;rural;rural;14;8;10;NA
female;regular+aide;regular+aide;regular+aide;482;552;532;587;suburban;suburban;suburban;2;9;28;607
female;regular;regular;regular;533;552;553;584;rural;rural;rural;21;0;23;633
female;regular;regular;regular;651;732;592;674;rural;rural;rural;12;1;18;689
female;regular;NA;regular;457;NA;523;NA;inner-city;NA;suburban;37;NA;10;581
male;regular;small;small;544;586;502;568;rural;rural;rural;11;7;6;NA
male;small;small;small;524;637;557;639;suburban;suburban;suburban;14;16;9;602
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;480;586;512;561;rural;rural;rural;12;1;18;563
male;small;small;small;533;631;557;579;rural;rural;rural;5;0;15;650
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;544;622;572;639;suburban;suburban;suburban;2;9;28;663
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;604;650;601;648;rural;rural;rural;12;1;18;692
male;small;small;small;579;684;612;674;suburban;suburban;suburban;1;11;8;702
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;19;595
male;regular;regular;regular;485;530;520;554;rural;rural;rural;4;18;6;586
female;NA;regular;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;24;4;577
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;530;584;557;582;rural;rural;rural;17;9;9;645
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;530;NA;567;NA;urban;NA;NA;19;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;small;small;NA;552;NA;568;NA;urban;urban;NA;22;9;601
female;small;small;NA;503;545;542;563;suburban;suburban;NA;4;25;NA;NA
male;NA;regular+aide;regular+aide;NA;554;NA;674;NA;rural;rural;NA;6;17;597
female;small;NA;NA;544;NA;518;NA;rural;NA;NA;12;NA;NA;NA
female;NA;regular+aide;regular+aide;NA;618;NA;593;NA;rural;urban;NA;16;38;618
female;NA;regular+aide;NA;NA;552;NA;NA;NA;urban;NA;NA;18;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;651;732;562;648;rural;rural;rural;20;19;2;676
male;small;NA;small;NA;NA;NA;NA;rural;NA;rural;12;NA;15;619
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;11;550
male;regular+aide;regular+aide;NA;448;NA;425;NA;rural;rural;NA;6;2;NA;NA
male;small;small;NA;487;596;523;574;inner-city;inner-city;NA;1;8;NA;NA
male;small;small;small;579;614;592;607;rural;rural;rural;18;4;5;641
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;regular+aide;NA;599;NA;582;NA;suburban;suburban;NA;4;4;638
female;regular+aide;NA;NA;494;NA;502;NA;rural;NA;NA;23;NA;NA;NA
male;small;small;NA;505;575;515;561;inner-city;inner-city;NA;36;0;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;505;573;542;587;rural;rural;rural;17;17;12;690
male;regular+aide;NA;NA;462;NA;493;NA;inner-city;NA;NA;6;NA;NA;NA
male;small;small;small;490;569;529;559;rural;rural;rural;10;18;11;631
male;regular;NA;NA;NA;NA;468;NA;inner-city;NA;NA;15;NA;NA;NA
female;NA;regular;regular;NA;669;NA;648;NA;rural;rural;NA;6;8;689
male;regular+aide;regular+aide;regular+aide;514;557;529;568;rural;rural;rural;9;23;15;595
female;regular;regular;regular;530;614;572;632;rural;rural;rural;12;2;5;682
male;regular+aide;NA;NA;NA;NA;572;NA;rural;NA;NA;17;NA;NA;NA
female;small;small;small;604;608;535;536;rural;rural;rural;6;15;13;612
female;small;small;small;536;618;532;577;suburban;suburban;suburban;6;9;6;616
female;regular;regular+aide;regular;447;506;490;500;inner-city;inner-city;inner-city;5;NA;14;583
male;regular;regular;regular;474;591;532;584;rural;rural;rural;13;20;28;606
female;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;21;NA
female;regular;regular;regular;564;627;601;639;suburban;suburban;suburban;0;22;26;658
male;regular;NA;NA;571;NA;549;NA;suburban;NA;NA;10;NA;NA;NA
female;small;small;NA;NA;530;518;568;rural;rural;NA;8;33;NA;NA
female;NA;regular;regular;NA;566;NA;607;NA;suburban;suburban;NA;10;4;597
male;small;small;small;524;557;535;559;suburban;suburban;suburban;16;10;6;593
male;regular;regular;NA;447;NA;461;NA;inner-city;inner-city;NA;0;30;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;521;550;500;565;suburban;suburban;suburban;20;12;14;612
female;regular+aide;regular+aide;regular;519;566;490;554;inner-city;inner-city;inner-city;24;11;20;594
female;regular+aide;NA;NA;465;NA;507;NA;rural;NA;NA;3;NA;NA;NA
male;small;NA;NA;451;NA;468;NA;suburban;NA;NA;16;NA;NA;NA
male;small;small;small;527;591;549;563;rural;rural;rural;13;14;18;618
female;regular+aide;regular+aide;regular+aide;509;566;529;593;rural;rural;rural;11;7;17;615
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;524;618;529;570;rural;rural;rural;2;12;5;618
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;regular;NA;562;NA;NA;NA;rural;rural;NA;9;8;572
female;regular+aide;regular;small;NA;552;557;611;inner-city;inner-city;inner-city;24;24;9;578
male;regular;regular;regular;512;566;538;541;suburban;suburban;suburban;4;4;7;578
female;small;small;small;604;659;601;699;rural;rural;rural;13;10;30;697
female;regular;regular;NA;492;560;512;545;rural;rural;NA;17;17;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;NA;NA;431;NA;474;NA;inner-city;NA;NA;6;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;516;532;507;577;inner-city;inner-city;inner-city;1;1;11;621
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular+aide;474;520;507;570;inner-city;inner-city;inner-city;5;1;23;571
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;urban;NA;NA;19;664
male;small;small;small;472;544;481;494;rural;rural;rural;11;14;10;574
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;559;NA;607;NA;rural;rural;NA;27;19;621
male;regular;regular;regular;487;650;500;632;suburban;suburban;suburban;8;22;15;624
female;regular;NA;NA;468;NA;477;NA;rural;NA;NA;21;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;536;627;532;559;rural;rural;rural;18;4;5;617
male;regular+aide;NA;NA;544;NA;572;NA;inner-city;NA;NA;7;NA;NA;NA
male;NA;regular;regular;NA;538;NA;563;NA;inner-city;inner-city;NA;0;0;597
male;regular+aide;regular+aide;regular+aide;453;511;486;495;inner-city;inner-city;inner-city;4;16;11;NA
male;NA;small;small;NA;650;NA;577;NA;suburban;suburban;NA;11;18;628
male;regular;regular;regular;465;591;542;639;rural;rural;rural;12;2;5;646
male;NA;regular+aide;regular+aide;NA;622;NA;648;NA;rural;rural;NA;16;10;645
female;small;small;small;558;596;562;550;rural;rural;rural;2;14;16;620
male;regular;NA;NA;474;NA;481;NA;rural;NA;NA;21;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;492;579;520;584;suburban;suburban;suburban;0;22;26;626
male;regular;regular;regular;604;544;562;620;inner-city;inner-city;inner-city;0;1;3;647
male;regular+aide;NA;NA;466;NA;578;NA;rural;NA;NA;20;NA;NA;NA
female;regular;small;small;564;575;584;568;inner-city;inner-city;inner-city;8;1;5;627
male;NA;regular;regular;NA;627;NA;565;NA;suburban;suburban;NA;9;15;672
female;regular+aide;regular+aide;regular+aide;604;650;572;599;rural;rural;rural;15;20;9;652
male;small;small;NA;446;NA;521;NA;suburban;suburban;NA;12;5;NA;NA
female;regular;NA;NA;492;NA;497;NA;suburban;NA;NA;0;NA;NA;NA
female;NA;small;regular+aide;NA;535;NA;525;NA;inner-city;inner-city;NA;8;17;542
female;regular;regular;NA;590;643;532;599;suburban;suburban;NA;18;4;NA;NA
male;small;small;regular+aide;521;559;500;526;inner-city;inner-city;inner-city;30;3;13;593
female;NA;regular;regular;NA;586;NA;570;NA;suburban;suburban;NA;15;20;609
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular;regular;527;591;520;587;rural;rural;rural;11;15;9;621
male;small;NA;NA;501;NA;515;NA;suburban;NA;NA;3;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;NA;651;659;578;611;rural;rural;NA;2;2;NA;NA
male;regular+aide;regular+aide;regular+aide;468;588;490;565;rural;rural;rural;6;23;15;569
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;13;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;5;693
female;NA;regular;regular;NA;659;NA;648;NA;rural;rural;NA;25;4;653
male;regular+aide;regular+aide;NA;501;564;493;565;inner-city;inner-city;NA;6;9;NA;NA
male;regular;NA;NA;416;NA;479;NA;rural;NA;NA;0;NA;NA;NA
female;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;12;NA;NA
male;regular+aide;regular+aide;regular+aide;540;588;549;596;inner-city;inner-city;inner-city;17;10;0;631
female;regular+aide;regular+aide;regular;512;538;495;522;rural;rural;rural;8;13;26;NA
male;regular+aide;NA;NA;514;NA;488;NA;inner-city;NA;NA;36;NA;NA;NA
female;small;small;small;521;591;545;626;suburban;suburban;suburban;12;11;18;640
female;small;small;small;558;599;567;620;rural;rural;rural;7;20;20;605
female;NA;regular+aide;regular;NA;596;NA;545;NA;inner-city;inner-city;NA;NA;5;573
male;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;2;594
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;587
female;regular;regular;regular;521;622;545;615;rural;rural;rural;16;13;4;642
male;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;18;NA;NA
female;regular+aide;regular+aide;regular+aide;483;538;458;497;inner-city;inner-city;inner-city;27;2;26;583
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;28;627
female;regular;regular+aide;regular+aide;499;564;545;561;rural;rural;rural;1;2;15;611
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;small;NA;NA;523;NA;546;NA;rural;NA;NA;11;NA;NA
female;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;36;NA;NA;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;2;608
male;regular+aide;regular+aide;regular+aide;477;573;515;550;rural;rural;rural;18;15;15;574
